asset_id,name,location,asset_type,layer,authority,owner,consumer_status,planned_consumer,consumed_by,depends_on,produces,conflicts_with,associated_files,metadata,merge_key,canonical_pointer,schema_ref,schema_status,validation_mode,reloadable,watch_path,contained,containment_mechanism,kernel_mode_relevance,platform_scope,confidentiality,has_secrets,tracked_in_git,env_vars_used,env_example_covered,reproducible,versioning,lineage_required,doc_tier,runbook_verified,truth_link,indexed,traced,errors,issues,next_actions,notes
A0081,execution-memory.db,ai/shared/resources/execution-memory.db,configs,mutable,authoritative,ai,none,,,,,,,,,,,,warn,no,,yes,env redirect,NA,all,internal,unknown,yes,,yes,yes,semver,yes,Draft,,ai/shared/resources/execution-memory.db,no,no,,,,
A0082,resource-aliases.json,ai/shared/resources/resource-aliases.json,configs,mutable,authoritative,ai,none,,,,,,,,,,,,warn,no,,yes,env redirect,NA,all,internal,unknown,yes,,yes,yes,semver,yes,Draft,,ai/shared/resources/resource-aliases.json,no,no,,,,
A0083,resource-mapping.json,ai/shared/resources/resource-mapping.json,configs,mutable,authoritative,ai,none,,,,,,,,,,,,warn,no,,yes,env redirect,NA,all,internal,unknown,yes,,yes,yes,semver,yes,Draft,,ai/shared/resources/resource-mapping.json,no,no,,,,
A0084,resource-registry.json,ai/shared/resources/resource-registry.json,configs,mutable,authoritative,ai,none,,,,,,,,,,,,warn,no,,yes,env redirect,NA,all,internal,unknown,yes,,yes,yes,semver,yes,Draft,,ai/shared/resources/resource-registry.json,no,no,,,,
A0085,spec-distribution.json,ai/shared/resources/spec-distribution.json,configs,mutable,authoritative,ai,none,,,,,,,,,,,,warn,no,,yes,env redirect,NA,all,internal,unknown,yes,,yes,yes,semver,yes,Draft,,ai/shared/resources/spec-distribution.json,no,no,,,,
A0086,task-distribution.yaml,ai/shared/resources/task-distribution.yaml,configs,mutable,authoritative,ai,none,,,,,,,,,,,,warn,no,,yes,env redirect,NA,all,internal,unknown,yes,,yes,yes,semver,yes,Draft,,ai/shared/resources/task-distribution.yaml,no,no,,,,
A0087,execution-memory.sql,ai/shared/resources/schema/execution-memory.sql,schema,immutable,authoritative,ai,none,,,,,,,,,,,,hard_fail,no,,yes,env redirect,NA,all,internal,no,yes,,yes,yes,semver,yes,Draft,,ai/shared/resources/schema/execution-memory.sql,no,no,,,,
A0088,code-generation.json,ai/shared/skills/code-generation.json,configs,mutable,authoritative,ai,none,,,,,,,,,,,,warn,no,,yes,env redirect,NA,all,internal,unknown,yes,,yes,yes,semver,yes,Draft,,ai/shared/skills/code-generation.json,no,no,,,,
A0089,README.md,ai/shared/skills/README.md,doc,mutable,authoritative,ai,none,,,,,,,,,,,,none,no,,yes,env redirect,NA,all,internal,no,yes,,yes,yes,semver,yes,Draft,,ai/shared/skills/README.md,no,no,,,,
A0090,code-generation-tool.json,ai/shared/tools/code-generation-tool.json,configs,mutable,authoritative,ai,none,,,,,,,,,,,,warn,no,,yes,env redirect,NA,all,internal,unknown,yes,,yes,yes,semver,yes,Draft,,ai/shared/tools/code-generation-tool.json,no,no,,,,
A0091,README.md,ai/shared/tools/README.md,doc,mutable,authoritative,ai,none,,,,,,,,,,,,none,no,,yes,env redirect,NA,all,internal,no,yes,,yes,yes,semver,yes,Draft,,ai/shared/tools/README.md,no,no,,,,
A0092,reasoning-tool.json,ai/shared/tools/reasoning-tool.json,configs,mutable,authoritative,ai,none,,,,,,,,,,,,warn,no,,yes,env redirect,NA,all,internal,unknown,yes,,yes,yes,semver,yes,Draft,,ai/shared/tools/reasoning-tool.json,no,no,,,,
A0093,code-analysis-workflow.yaml,ai/shared/workflows/code-analysis-workflow.yaml,configs,mutable,authoritative,ai,none,,,,,,,,,,,,warn,no,,yes,env redirect,NA,all,internal,unknown,yes,,yes,yes,semver,yes,Draft,,ai/shared/workflows/code-analysis-workflow.yaml,no,no,,,,
A0094,README.md,ai/shared/workflows/README.md,doc,mutable,authoritative,ai,none,,,,,,,,,,,,none,no,,yes,env redirect,NA,all,internal,no,yes,,yes,yes,semver,yes,Draft,,ai/shared/workflows/README.md,no,no,,,,
A0095,configs.json,ai/providers/cloud/abacus/configs.json,configs,mutable,authoritative,ai,planned,sys/core/src/providers/*,,,,,,,,,configs/schemas/providers.yaml,exists,warn,yes,,yes,env redirect,NA,all,internal,unknown,yes,OPENAI_API_KEY;ANTHROPIC_API_KEY;ABACUS_API_KEY;GITHUB_TOKEN,yes,yes,semver,yes,Draft,,ai/providers/cloud/abacus/configs.json,no,no,,,,
A0096,configs.json,ai/providers/cloud/claude-code/configs.json,configs,mutable,authoritative,ai,planned,sys/core/src/providers/*,,,,,,,,,configs/schemas/providers.yaml,exists,warn,yes,,yes,env redirect,NA,all,internal,unknown,yes,OPENAI_API_KEY;ANTHROPIC_API_KEY;ABACUS_API_KEY;GITHUB_TOKEN,yes,yes,semver,yes,Draft,,ai/providers/cloud/claude-code/configs.json,no,no,,,,
A0097,configs.json,ai/providers/cloud/codex/configs.json,configs,mutable,authoritative,ai,planned,sys/core/src/providers/*,,,,,,,,,configs/schemas/providers.yaml,exists,warn,yes,,yes,env redirect,NA,all,internal,unknown,yes,OPENAI_API_KEY;ANTHROPIC_API_KEY;ABACUS_API_KEY;GITHUB_TOKEN,yes,yes,semver,yes,Draft,,ai/providers/cloud/codex/configs.json,no,no,,,,
A0098,configs.json,ai/providers/hybrid/cursor/configs.json,configs,mutable,authoritative,ai,planned,sys/core/src/providers/*,,,,,,,,,configs/schemas/providers.yaml,exists,warn,yes,,yes,env redirect,NA,all,internal,unknown,yes,OPENAI_API_KEY;ANTHROPIC_API_KEY;ABACUS_API_KEY;GITHUB_TOKEN,yes,yes,semver,yes,Draft,,ai/providers/hybrid/cursor/configs.json,no,no,,,,
A0099,configs.json,ai/providers/ide/vscode-copilot/configs.json,configs,mutable,authoritative,ai,planned,sys/core/src/providers/*,,,,,,,,,configs/schemas/providers.yaml,exists,warn,yes,,yes,env redirect,NA,all,internal,unknown,yes,OPENAI_API_KEY;ANTHROPIC_API_KEY;ABACUS_API_KEY;GITHUB_TOKEN,yes,yes,semver,yes,Draft,,ai/providers/ide/vscode-copilot/configs.json,no,no,,,,
A0100,configs.json,ai/providers/local/git-cli/configs.json,configs,mutable,authoritative,ai,planned,sys/core/src/providers/*,,,,,,,,,configs/schemas/providers.yaml,exists,warn,yes,,yes,env redirect,NA,all,internal,unknown,yes,OPENAI_API_KEY;ANTHROPIC_API_KEY;ABACUS_API_KEY;GITHUB_TOKEN,yes,yes,semver,yes,Draft,,ai/providers/local/git-cli/configs.json,no,no,,,,
A0101,configs.json,ai/providers/local/ollama/configs.json,configs,mutable,authoritative,ai,planned,sys/core/src/providers/*,,,,,,,,,configs/schemas/providers.yaml,exists,warn,yes,,yes,env redirect,NA,all,internal,unknown,yes,OPENAI_API_KEY;ANTHROPIC_API_KEY;ABACUS_API_KEY;GITHUB_TOKEN,yes,yes,semver,yes,Draft,,ai/providers/local/ollama/configs.json,no,no,,,,
A0102,agent/Cargo.toml,sys/core/crates/agent/Cargo.toml,tooling,mutable,authoritative,sys-core,none,,,,,,,,,,,,hard_fail,no,,NA,NA,NA,all,internal,no,yes,,,yes,semver,NA,NA,,sys/core/crates/agent/Cargo.toml,no,no,,,,
A0103,api/Cargo.toml,sys/core/crates/api/Cargo.toml,tooling,mutable,authoritative,sys-core,none,,,,,,,,,,,,hard_fail,no,,NA,NA,NA,all,internal,no,yes,,,yes,semver,NA,NA,,sys/core/crates/api/Cargo.toml,no,no,,,,
A0104,common/Cargo.toml,sys/core/crates/common/Cargo.toml,tooling,mutable,authoritative,sys-core,none,,,,,,,,,,,,hard_fail,no,,NA,NA,NA,all,internal,no,yes,,,yes,semver,NA,NA,,sys/core/crates/common/Cargo.toml,no,no,,,,
A0105,embedder/Cargo.toml,sys/core/crates/embedder/Cargo.toml,tooling,mutable,authoritative,sys-core,none,,,,,,,,,,,,hard_fail,no,,NA,NA,NA,all,internal,no,yes,,,yes,semver,NA,NA,,sys/core/crates/embedder/Cargo.toml,no,no,,,,
A0106,indexer/Cargo.toml,sys/core/crates/indexer/Cargo.toml,tooling,mutable,authoritative,sys-core,none,,,,,,,,,,,,hard_fail,no,,NA,NA,NA,all,internal,no,yes,,,yes,semver,NA,NA,,sys/core/crates/indexer/Cargo.toml,no,no,,,,
A0107,neural/Cargo.toml,sys/core/crates/neural/Cargo.toml,tooling,mutable,authoritative,sys-core,none,,,,,,,,,,,,hard_fail,no,,NA,NA,NA,all,internal,no,yes,,,yes,semver,NA,NA,,sys/core/crates/neural/Cargo.toml,no,no,,,,
A0108,trainer/Cargo.toml,sys/core/crates/trainer/Cargo.toml,tooling,mutable,authoritative,sys-core,none,,,,,,,,,,,,hard_fail,no,,NA,NA,NA,all,internal,no,yes,,,yes,semver,NA,NA,,sys/core/crates/trainer/Cargo.toml,no,no,,,,
A0109,virtual_packages/Cargo.toml,sys/core/crates/virtual_packages/Cargo.toml,tooling,mutable,authoritative,sys-core,none,,,,,,,,,,,,hard_fail,no,,NA,NA,NA,all,internal,no,yes,,,yes,semver,NA,NA,,sys/core/crates/virtual_packages/Cargo.toml,no,no,,,,
A0110,build-alpine.ps1,sys/kernel/images/build-alpine.ps1,tooling,immutable,authoritative,sys-kernel,planned,sys/kernel/** scripts,,,,,,,,,,,warn,no,,yes,env redirect,native;vm;container;sandbox,all,internal,no,yes,,,yes,none,NA,Draft,,sys/kernel/images/build-alpine.ps1,no,no,,,,
A0111,build-alpine.sh,sys/kernel/images/build-alpine.sh,tooling,immutable,authoritative,sys-kernel,planned,sys/kernel/** scripts,,,,,,,,,,,warn,no,,yes,env redirect,native;vm;container;sandbox,all,internal,no,yes,,,yes,none,NA,Draft,,sys/kernel/images/build-alpine.sh,no,no,,,,
A0112,display_forward.sh,sys/kernel/linux/display_forward.sh,tooling,immutable,authoritative,sys-kernel,planned,sys/kernel/** scripts,,,,,,,,,,,warn,no,,yes,env redirect,native;vm;container;sandbox,linux,internal,no,yes,,,yes,none,NA,Draft,,sys/kernel/linux/display_forward.sh,no,no,,,,
A0113,setup.sh,sys/kernel/linux/namespaces/setup.sh,tooling,immutable,authoritative,sys-kernel,planned,sys/kernel/** scripts,,,,,,,,,,,warn,no,,yes,env redirect,native;vm;container;sandbox,linux,internal,no,yes,,,yes,none,NA,Draft,,sys/kernel/linux/namespaces/setup.sh,no,no,,,,
A0114,noa-vm.sh,sys/kernel/linux/vm/noa-vm.sh,tooling,immutable,authoritative,sys-kernel,planned,sys/kernel/** scripts,,,,,,,,,,,warn,no,,yes,env redirect,native;vm;container;sandbox,linux,internal,no,yes,,,yes,none,NA,Draft,,sys/kernel/linux/vm/noa-vm.sh,no,no,,,,
A0115,noa-vm.sh,sys/kernel/macos/vm/noa-vm.sh,tooling,immutable,authoritative,sys-kernel,planned,sys/kernel/** scripts,,,,,,,,,,,warn,no,,yes,env redirect,native;vm;container;sandbox,macos,internal,no,yes,,,yes,none,NA,Draft,,sys/kernel/macos/vm/noa-vm.sh,no,no,,,,
A0116,README.md,sys/kernel/macos/vm/README.md,doc,immutable,authoritative,sys-kernel,planned,sys/kernel/** scripts,,,,,,,,,,,none,no,,yes,env redirect,native;vm;container;sandbox,macos,internal,no,yes,,,yes,none,NA,Draft,,sys/kernel/macos/vm/README.md,no,no,,,,
A0117,display_forward.ps1,sys/kernel/windows/display_forward.ps1,tooling,immutable,authoritative,sys-kernel,planned,sys/kernel/** scripts,,,,,,,,,,,warn,no,,yes,env redirect,native;vm;container;sandbox,windows,internal,no,yes,,,yes,none,NA,Draft,,sys/kernel/windows/display_forward.ps1,no,no,,,,
A0118,noa-vm.ps1,sys/kernel/windows/hyperv/noa-vm.ps1,tooling,immutable,authoritative,sys-kernel,planned,sys/kernel/** scripts,,,,,,,,,,,warn,no,,yes,env redirect,native;vm;container;sandbox,windows,internal,no,yes,,,yes,none,NA,Draft,,sys/kernel/windows/hyperv/noa-vm.ps1,no,no,,,,
A0119,noa.wsb,sys/kernel/windows/sandbox/noa.wsb,tooling,immutable,authoritative,sys-kernel,planned,sys/kernel/** scripts,,,,,,,,,,,warn,no,,yes,env redirect,native;vm;container;sandbox,windows,internal,no,yes,,,yes,none,NA,Draft,,sys/kernel/windows/sandbox/noa.wsb,no,no,,,,
